💝北京移动v6,#genre#
CCTV13,http://39.134.65.208/PLTV/88888888/224/3221226077/main.m3u8
CCTV13,http://39.134.66.66/PLTV/88888888/224/3221225812/main.m3u8
CCTV14,http://39.134.65.208/PLTV/88888888/224/3221225674/main.m3u8
CCTV14,http://39.134.66.66/PLTV/88888888/224/3221225674/main.m3u8
CCTV14,http://39.134.66.66/PLTV/88888888/224/3221226132/main.m3u8
CCTV15,http://39.134.65.208/PLTV/88888888/224/3221225513/main.m3u8
CCTV15,http://39.134.66.66/PLTV/88888888/224/3221226127/main.m3u8
CCTV16,http://39.134.65.208/PLTV/88888888/224/3221225893/main.m3u8
CCTV17,http://39.134.65.208/PLTV/88888888/224/3221225708/main.m3u8
CETV1,http://39.134.65.208/PLTV/88888888/224/3221225563/main.m3u8
CETV1,http://39.134.66.66/PLTV/88888888/224/3221225563/main.m3u8
CETV4,http://39.134.65.208/PLTV/88888888/224/3221225750/main.m3u8
安多卫视,http://39.134.66.66/PLTV/88888888/224/3221225531/main.m3u8
安徽卫视,http://39.134.65.208/PLTV/88888888/224/3221225923/main.m3u8
安徽卫视,http://39.134.65.208/PLTV/88888888/224/3221225925/main.m3u8
北京卫视,http://39.134.65.208/PLTV/88888888/224/3221225678/main.m3u8
北京卫视,http://39.134.65.208/PLTV/88888888/224/3221225927/main.m3u8
北京卫视,http://39.134.66.66/PLTV/88888888/224/3221225927/main.m3u8
兵团卫视,http://39.134.65.208/PLTV/88888888/224/3221226005/main.m3u8
东方卫视,http://39.134.65.208/PLTV/88888888/224/3221225672/main.m3u8
东方卫视,http://39.134.66.66/PLTV/88888888/224/3221225672/main.m3u8
甘肃卫视,http://39.134.66.66/PLTV/88888888/224/3221225584/main.m3u8
广东卫视,http://39.134.65.208/PLTV/88888888/224/3221225966/main.m3u8
广西卫视,http://39.134.65.208/PLTV/88888888/224/3221226024/main.m3u8
贵州卫视,http://39.134.66.66/PLTV/88888888/224/3221225576/main.m3u8
海南卫视,http://39.134.65.208/PLTV/88888888/224/3221226026/main.m3u8
河北卫视,http://39.134.65.208/PLTV/88888888/224/3221225991/main.m3u8
河北卫视,http://39.134.66.66/PLTV/88888888/224/3221225495/main.m3u8
黑龙江卫视,http://39.134.65.208/PLTV/88888888/224/3221225985/main.m3u8
黑龙江卫视,http://39.134.65.208/PLTV/88888888/224/3221226006/main.m3u8
湖北卫视,http://39.134.65.208/PLTV/88888888/224/3221225975/main.m3u8
湖北卫视,http://39.134.65.208/PLTV/88888888/224/3221226015/main.m3u8
湖北卫视,http://39.134.66.66/PLTV/88888888/224/3221225569/main.m3u8
湖北卫视,http://39.134.66.66/PLTV/88888888/224/3221226015/main.m3u8
湖南卫视,http://39.134.65.208/PLTV/88888888/224/3221225506/main.m3u8
湖南卫视,http://39.134.66.66/PLTV/88888888/224/3221225506/main.m3u8
吉林卫视,http://39.134.65.208/PLTV/88888888/224/3221225981/main.m3u8
吉林卫视,http://39.134.65.208/PLTV/88888888/224/3221226013/main.m3u8
江苏卫视,http://39.134.65.208/PLTV/88888888/224/3221225503/main.m3u8
江苏卫视,http://39.134.65.208/PLTV/88888888/224/3221225929/main.m3u8
江苏卫视,http://39.134.66.66/PLTV/88888888/224/3221225503/main.m3u8
江苏卫视,http://39.134.66.66/PLTV/88888888/224/3221225938/main.m3u8
江西卫视,http://39.134.65.208/PLTV/88888888/224/3221225995/main.m3u8
康巴卫视,http://39.134.66.66/PLTV/88888888/224/3221225527/main.m3u8
辽宁卫视,http://39.134.65.208/PLTV/88888888/224/3221225499/main.m3u8
辽宁卫视,http://39.134.65.208/PLTV/88888888/224/3221225944/main.m3u8
辽宁卫视,http://39.134.66.66/PLTV/88888888/224/3221225499/main.m3u8
辽宁卫视,http://39.134.66.66/PLTV/88888888/224/3221226089/main.m3u8
内蒙古卫视,http://39.134.65.208/PLTV/88888888/224/3221226017/main.m3u8
内蒙古卫视,http://39.134.66.66/PLTV/88888888/224/3221225577/main.m3u8
宁夏卫视,http://39.134.65.208/PLTV/88888888/224/3221226028/main.m3u8
青海卫视,http://39.134.65.208/PLTV/88888888/224/3221225948/main.m3u8
青海卫视,http://39.134.66.66/PLTV/88888888/224/3221225573/main.m3u8
山东教育卫视,http://39.134.66.66/PLTV/88888888/224/3221225558/main.m3u8
山西卫视,http://39.134.65.208/PLTV/88888888/224/3221226009/main.m3u8
陕西卫视,http://39.134.65.208/PLTV/88888888/224/3221225989/main.m3u8
陕西卫视,http://39.134.66.66/PLTV/88888888/224/3221225567/main.m3u8
深圳卫视,http://39.134.66.66/PLTV/88888888/224/3221225668/main.m3u8
四川卫视,http://39.134.65.208/PLTV/88888888/224/3221225970/main.m3u8
四川卫视,http://39.134.65.208/PLTV/88888888/224/3221226014/main.m3u8
天津卫视,http://39.134.65.208/PLTV/88888888/224/3221225972/main.m3u8
天津卫视,http://39.134.65.208/PLTV/88888888/224/3221226003/main.m3u8
天津卫视,http://39.134.66.66/PLTV/88888888/224/3221225665/main.m3u8
新疆卫视,http://39.134.66.66/PLTV/88888888/224/3221225582/main.m3u8
延边卫视,http://39.134.65.208/PLTV/88888888/224/3221226040/main.m3u8
延边卫视,http://39.134.66.66/PLTV/88888888/224/3221226040/main.m3u8
浙江卫视,http://39.134.65.208/PLTV/88888888/224/3221225514/main.m3u8
浙江卫视,http://39.134.65.208/PLTV/88888888/224/3221225959/main.m3u8
浙江卫视,http://39.134.65.208/PLTV/88888888/224/3221225982/main.m3u8
浙江卫视,http://39.134.66.66/PLTV/88888888/224/3221225514/main.m3u8
重庆卫视,http://39.134.65.208/PLTV/88888888/224/3221226001/main.m3u8
新闻综合1,http://39.134.65.208/PLTV/88888888/224/3221226041/main.m3u8
农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/main.m3u8
齐齐哈尔经济法制,http://39.134.65.208/PLTV/88888888/224/3221226097/main.m3u8
齐齐哈尔经济法制,http://39.134.66.66/PLTV/88888888/224/3221226097/main.m3u8
齐齐哈尔新闻综合,http://39.134.65.208/PLTV/88888888/224/3221226037/main.m3u8
哈尔滨生活,http://39.134.65.208/PLTV/88888888/224/3221226095/main.m3u8
哈尔滨新闻综合,http://39.134.66.66/PLTV/88888888/224/3221226110/main.m3u8
黑龙江都市,http://39.134.65.208/PLTV/88888888/224/3221225969/main.m3u8
黑龙江都市,http://39.134.65.208/PLTV/88888888/224/3221225990/main.m3u8
黑龙江农业科教,http://39.134.65.208/PLTV/88888888/224/3221225994/main.m3u8
黑龙江农业科教,http://39.134.65.208/PLTV/88888888/224/3221225998/main.m3u8
黑龙江少儿,http://39.134.65.208/PLTV/88888888/224/3221225979/main.m3u8
黑龙江少儿,http://39.134.65.208/PLTV/88888888/224/3221226002/main.m3u8
黑龙江文体,http://39.134.65.208/PLTV/88888888/224/3221225965/main.m3u8
黑龙江文体,http://39.134.65.208/PLTV/88888888/224/3221226012/main.m3u8
黑龙江新闻法制,http://39.134.65.208/PLTV/88888888/224/3221225967/main.m3u8
黑龙江新闻法制,http://39.134.65.208/PLTV/88888888/224/3221225992/main.m3u8
黑龙江影视,http://39.134.65.208/PLTV/88888888/224/3221225971/main.m3u8
黑龙江影视,http://39.134.65.208/PLTV/88888888/224/3221225973/main.m3u8
鸡西安全生活,http://39.134.66.66/PLTV/88888888/224/3221226050/main.m3u8
佳木斯新闻综合,http://39.134.65.208/PLTV/88888888/224/3221225993/main.m3u8
精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/main.m3u8
爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/main.m3u8
超级电视剧,http://39.134.65.208/PLTV/88888888/224/3221225637/main.m3u8
超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/main.m3u8
超级电影,http://39.134.65.208/PLTV/88888888/224/3221225644/main.m3u8
超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/main.m3u8
超级综艺,http://39.134.65.208/PLTV/88888888/224/3221225642/main.m3u8
超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/main.m3u8
潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/main.m3u8
哒啵赛事,http://39.134.66.66/PLTV/88888888/224/3221225559/main.m3u8
东北热剧,http://39.134.65.208/PLTV/88888888/224/3221225679/main.m3u8
古装喜剧,http://39.134.66.66/PLTV/88888888/224/3221225524/main.m3u8
黑莓电影,http://39.134.65.208/PLTV/88888888/224/3221225681/main.m3u8
黑莓动画,http://39.134.65.208/PLTV/88888888/224/3221225529/main.m3u8
欢乐剧场,http://39.134.65.208/PLTV/88888888/224/3221225682/main.m3u8
家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/main.m3u8
金牌综艺,http://39.134.65.208/PLTV/88888888/224/3221225525/main.m3u8
金牌综艺,http://39.134.66.66/PLTV/88888888/224/3221225525/main.m3u8
精品大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/main.m3u8
精品记录,http://39.134.66.66/PLTV/88888888/224/3221225545/main.m3u8
军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/main.m3u8
军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/main.m3u8
明星大片,http://39.134.66.66/PLTV/88888888/224/3221225550/main.m3u8
炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/main.m3u8
怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/main.m3u8
剧场,http://39.134.66.66/PLTV/88888888/224/3221225521/main.m3u8
中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/main.m3u8
黑龙江牡丹江移动,#genre#
CCTV1,http://39.134.64.87:6610/PLTV/88888888/224/3221226016/index.m3u8?IASHttpSessionId=
CCTV1,http://39.134.64.87:6610/PLTV/88888888/224/3221226559/index.m3u8?IASHttpSessionId=
CCTV2,http://39.134.64.87:6610/PLTV/88888888/224/3221225588/index.m3u8?IASHttpSessionId=
CCTV3,http://39.134.64.87:6610/PLTV/88888888/224/3221226021/index.m3u8?IASHttpSessionId=
CCTV4,http://39.134.64.87:6610/PLTV/88888888/224/3221226428/index.m3u8?IASHttpSessionId=
CCTV5,http://39.134.64.87:6610/PLTV/88888888/224/3221226019/index.m3u8?IASHttpSessionId=
CCTV6,http://39.134.64.87:6610/PLTV/88888888/224/3221226010/index.m3u8?IASHttpSessionId=
CCTV7,http://39.134.64.87:6610/PLTV/88888888/224/3221225733/index.m3u8?IASHttpSessionId=
CCTV8,http://39.134.64.87:6610/PLTV/88888888/224/3221226008/index.m3u8?IASHttpSessionId=
CCTV9,http://39.134.64.87:6610/PLTV/88888888/224/3221225734/index.m3u8?IASHttpSessionId=
CCTV10,http://39.134.64.87:6610/PLTV/88888888/224/3221226473/index.m3u8?IASHttpSessionId=
CCTV10,http://39.134.64.87:6610/PLTV/88888888/224/3221225730/index.m3u8?IASHttpSessionId=
CCTV11,http://39.134.64.87:6610/PLTV/88888888/224/3221226565/index.m3u8?IASHttpSessionId=
CCTV11,http://39.134.64.87:6610/PLTV/88888888/224/3221225597/index.m3u8?IASHttpSessionId=
CCTV12,http://39.134.64.87:6610/PLTV/88888888/224/3221225731/index.m3u8?IASHttpSessionId=
CCTV12,http://39.134.64.87:6610/PLTV/88888888/224/3221226568/index.m3u8?IASHttpSessionId=
CCTV13,http://39.134.64.87:6610/PLTV/88888888/224/3221226011/index.m3u8?IASHttpSessionId=
CCTV13,http://39.134.64.87:6610/PLTV/88888888/224/3221226537/index.m3u8?IASHttpSessionId=
CCTV13,http://39.134.64.87:6610/PLTV/88888888/224/3221226571/index.m3u8?IASHttpSessionId=
CCTV14,http://39.134.64.87:6610/PLTV/88888888/224/3221226591/index.m3u8?IASHttpSessionId=
CCTV14,http://39.134.64.87:6610/PLTV/88888888/224/3221225732/index.m3u8?IASHttpSessionId=
CCTV15,http://39.134.64.87:6610/PLTV/88888888/224/3221226476/index.m3u8?IASHttpSessionId=
CCTV15,http://39.134.64.87:6610/PLTV/88888888/224/3221225601/index.m3u8?IASHttpSessionId=
CCTV16,http://39.134.64.87:6610/PLTV/88888888/224/3221226100/index.m3u8?IASHttpSessionId=
CCTV17,http://39.134.64.87:6610/PLTV/88888888/224/3221225765/index.m3u8?IASHttpSessionId=
CETV1,http://39.134.64.87:6610/PLTV/88888888/224/3221225652/index.m3u8?IASHttpSessionId=
CETV2,http://39.134.64.87:6610/PLTV/88888888/224/3221226425/index.m3u8?IASHttpSessionId=
CETV4,http://39.134.64.87:6610/PLTV/88888888/224/3221225783/index.m3u8?IASHttpSessionId=
北京卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226450/index.m3u8?IASHttpSessionId=、
湖南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226307/index.m3u8?IASHttpSessionId=
东方卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226345/index.m3u8?IASHttpSessionId=
江苏卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226310/index.m3u8?IASHttpSessionId=
浙江卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226339/index.m3u8?IASHttpSessionId=
安徽卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226391/index.m3u8?IASHttpSessionId=
吉林卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226397/index.m3u8?IASHttpSessionId=
辽宁卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226546/index.m3u8?IASHttpSessionId=
黑龙江卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226327/index.m3u8?IASHttpSessionId=
河北卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226406/index.m3u8?IASHttpSessionId=
山东卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226456/index.m3u8?IASHttpSessionId=
天津卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226459/index.m3u8?IASHttpSessionId=
河南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226480/index.m3u8?IASHttpSessionId=
湖北卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226477/index.m3u8?IASHttpSessionId=
四川卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226338/index.m3u8?IASHttpSessionId=
东南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226341/index.m3u8?IASHttpSessionId=
江西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226344/index.m3u8?IASHttpSessionId=
广东卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226248/index.m3u8?IASHttpSessionId=
深圳卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226313/index.m3u8?IASHttpSessionId=
广西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226549/index.m3u8?IASHttpSessionId=
海南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226465/index.m3u8?IASHttpSessionId=
重庆卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226409/index.m3u8?IASHttpSessionId=
贵州卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226474/index.m3u8?IASHttpSessionId=
青海卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226323/index.m3u8?IASHttpSessionId=
内蒙古卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226389/index.m3u8?IASHttpSessionId=
山西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226392/index.m3u8?IASHttpSessionId=
西藏卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226433/index.m3u8?IASHttpSessionId=
兵团卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226439/index.m3u8?IASHttpSessionId=
云南卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226444/index.m3u8?IASHttpSessionId=
宁夏卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226454/index.m3u8?IASHttpSessionId=
陕西卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226457/index.m3u8?IASHttpSessionId=
新疆卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226460/index.m3u8?IASHttpSessionId=
延边卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226516/index.m3u8?IASHttpSessionId=
甘肃卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221226522/index.m3u8?IASHttpSessionId=
山东教育卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221225655/index.m3u8?IASHttpSessionId=
安多卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221225659/index.m3u8?IASHttpSessionId=
康巴卫视,http://39.134.64.87:6610/PLTV/88888888/224/3221225660/index.m3u8?IASHttpSessionId=

CCTV1,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226016/.m3u8
CCTV2,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225588/.m3u8
CCTV3,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226021/.m3u8
CCTV4,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226007/.m3u8
CCTV4,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226428/.m3u8
CCTV5+,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225603/.m3u8
CCTV5,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226019/.m3u8
CCTV6,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226010/.m3u8
CCTV7,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225733/.m3u8
CCTV8,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226008/.m3u8
CCTV9,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225734/.m3u8
CCTV10,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225730/.m3u8
CCTV11,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225597/.m3u8
CCTV12,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225731/.m3u8
CCTV13,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226537/.m3u8
CCTV13,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226571/.m3u8
CCTV14,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225732/.m3u8
CCTV15,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225601/.m3u8
CCTV16,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226100/.m3u8
CCTV17,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225765/.m3u8
CETV1,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225652/.m3u8
CETV4,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225783/.m3u8
北京卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225728/.m3u8
北京卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226450/.m3u8
北京卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226251/.m3u8
东方卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225735/.m3u8
东方卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225738/.m3u8
东方卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226345/.m3u8
东方卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226336/.m3u8
天津卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225740/.m3u8
天津卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226459/.m3u8
天津卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226395/.m3u8
深圳卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225739/.m3u8
深圳卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226313/.m3u8
深圳卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226510/.m3u8
重庆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225618/.m3u8
重庆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226409/.m3u8
重庆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226463/.m3u8
湖南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225610/.m3u8
湖南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226307/.m3u8
湖南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226430/.m3u8
浙江卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225612/.m3u8
浙江卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226339/.m3u8
广东卫视,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226248/.m3u8
广东卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226374/.m3u8
江苏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225613/.m3u8
江苏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226310/.m3u8
江苏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226495/.m3u8
安徽卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226391/.m3u8
安徽卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226498/.m3u8
辽宁卫视,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226546/.m3u8
辽宁卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225619/.m3u8
辽宁卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226254/.m3u8
吉林卫视,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226397/.m3u8
吉林卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226386/.m3u8
黑龙江卫视,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226327/.m3u8
黑龙江卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226421/.m3u8
四川卫视,http://39.134.67.6/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226338/.m3u8
四川卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226513/.m3u8
江西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226344/.m3u8
江西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226504/.m3u8
广西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226380/.m3u8
山西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225624/.m3u8
山西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226392/.m3u8
陕西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225625/.m3u8
陕西卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226457/.m3u8
山东卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226456/.m3u8
山东卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226507/.m3u8
河南卫视,http://39.134.67.134/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226480/.m3u8
河南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225639/.m3u8
河南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226320/.m3u8
河北卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226406/.m3u8
河北卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226448/.m3u8
湖北卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225627/.m3u8
湖北卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226477/.m3u8
湖北卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226501/.m3u8
东南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225620/.m3u8
东南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226341/.m3u8
东南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226377/.m3u8
海南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226465/.m3u8
海南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226445/.m3u8
云南卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226444/.m3u8
贵州卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225626/.m3u8
贵州卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226383/.m3u8
青海卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225628/.m3u8
青海卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226323/.m3u8
宁夏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225632/.m3u8
宁夏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226454/.m3u8
甘肃卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225633/.m3u8
内蒙古卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225634/.m3u8
内蒙古卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226389/.m3u8
西藏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225638/.m3u8
西藏卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226433/.m3u8
新疆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225635/.m3u8
新疆卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226460/.m3u8
兵团卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226439/.m3u8
康巴卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225660/.m3u8
安多卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225659/.m3u8
延边卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226516/.m3u8
山东教育卫视,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225655/.m3u8
北京纪实科教,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225729/.m3u8

CCTV16,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.135:1025
CCTV16 4K,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.136:1025
CCTV1,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.176:1025
CCTV1,http://e2.woc.iiiya.cn:28888/rtp/239.61.4.27:1025
CCTV1,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.42:1025
CCTV1,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.180:1025
CCTV2,http://e2.woc.iiiya.cn:28888/rtp/239.61.5.61:1025
